sku,descripcion,categoria,volumen_total,semanas,wmape_sem_%,wmape_mes_%,mape_sem_%,mae_sem,n_pts_sem,n_meses
112010210,VINAGRE ROSADO TRAVERSO 20x1000 PET,VINAGRES,77291,210,24.39,13.45,49.27,79.6,24,3
112010175,VINAGRE ROSADO TRAVERSO 12x500 PET,VINAGRES,76266,209,55.88,28.83,72.79,196.3,24,3
350010325,PICKLES TRAVERSO 6x1000 BOLSA,ENCURTIDOS,76039,210,21.83,14.95,76.68,79.3,24,3
330010325,CHUCRUT TRAVERSO 6x1000 BOLSA,ENCURTIDOS,71025,210,41.36,15.86,223.41,143.8,24,3
330010235,CHUCRUT TRAVERSO 24x200 BOTTOMBAG,ENCURTIDOS,70457,210,27.18,8.28,58.55,98.4,24,3
112010320,VINAGRE ROSADO TRAVERSO 4x5000 PET,VINAGRES,69483,210,24.7,9.23,126.67,85.6,24,3
122010290,JUGO LIMON PICA TRAVERSO 30x500 PET,JUGO DE LIMON,67040,210,39.96,25.82,224.12,70.9,24,3
141010255,SALSA SOYA TRAVERSO 24x250 PET,SOYA,64993,210,32.24,19.93,90.73,143.3,24,3
360010255,SALSA AMERICANA TRAVERSO 24x200 BOTTOMBAG,ENCURTIDOS,64936,210,31.06,14.79,90.19,100.0,24,3
270010555,MAYONESA TRAVERSO 12x700 DOYPACK,MAYONESA,64936,185,40.0,29.85,88.57,66.2,24,3
115014340,ACETO BALSAMICO IMPERATORE 6x500 VIDRIO,VINAGRES,64342,205,42.33,26.78,1392.93,126.1,24,3
210010265,AJI CREMA TRAVERSO 24x350 PET,SALSAS,63227,210,45.12,19.04,100.25,97.9,24,3
151010330,ESENCIA VAINILLA TRAVERSO 6x250 PET,ESENCIAS,62305,210,27.37,10.63,84.57,89.0,24,3
270010550,MAYONESA TRAVERSO 10x900 DOYPACK,MAYONESA,61954,185,37.89,29.9,41.42,66.8,24,3
250010110,KETCHUP VINTAGE TRAVERSO 10x450 PET,SALSAS,61252,210,31.96,12.99,73.54,74.6,24,3
113010210,VINAGRE MANZANA TRAVERSO 20x1000 PET,VINAGRES,59648,210,18.15,10.62,92.0,38.7,24,3
141010210,SALSA SOYA TRAVERSO 20x1000 PET,SOYA,58659,210,15.34,13.59,46.01,48.6,24,3
113010175,VINAGRE MANZANA TRAVERSO 12x500 PET,VINAGRES,58124,209,36.06,15.99,41.76,124.5,24,3
118017340,VINAGRE MANZANA ORGANICO VITTA 6x500 VIDRIO,VINAGRES,57799,205,25.22,18.02,555.1,72.2,24,3
111010115,VINAGRE BLANCO TRAVERSO 12x1000 PET,VINAGRES,55480,210,45.09,18.38,131.27,94.9,24,3
270010485,MAYONESA CASERA VINTAGE TRAVERSO 10x425 PET,MAYONESA,55229,208,43.69,29.72,54.11,96.0,24,3
350010235,PICKLES TRAVERSO 24x200 BOTTOMBAG,ENCURTIDOS,50314,209,18.5,6.38,40.16,41.1,24,3
410010585,FIDEOS INST. SACHET SABOR CARNE24x85 SACHET,SOPAS,50261,121,38.22,1.74,60.28,196.9,24,3
121010255,JUGO LIMON TRAVERSO 24x250 PET,JUGO DE LIMON,49838,210,71.65,66.14,208.23,78.8,24,3
141010175,SALSA SOYA TRAVERSO 12x500 VIDRIO,SOYA,49573,208,58.06,18.32,99.3,26.1,24,3
360010325,SALSA AMERICANA TRAVERSO 6x1000 BOLSA,ENCURTIDOS,49097,210,37.59,26.79,1030.49,97.6,24,3
430010585,FIDEOS INST. SACHET SABOR POLLO 24x85 SACHET,SOPAS,48683,117,37.71,8.95,92.44,183.9,24,3
141010176,SALSA SOYA TRAVERSO 12x500 PET,SOYA,47340,210,38.72,23.91,130.71,139.4,24,3
123010160,JUGO LIMON 60% TRAVERSO 12x320 PET,JUGO DE LIMON,45679,207,42.99,28.89,49.24,71.4,24,3
141010320,SALSA SOYA TRAVERSO 4x5000 PET,SOYA,45036,210,32.94,16.61,218.26,82.8,24,3
280010256,BI PACK COMPLEPACK TRAVERSO 12x2x240 PACK,SALSAS,44569,210,41.05,11.5,1026.05,69.2,24,3
141010160,SALSA SOYA TRAVERSO 12x320 PET,SOYA,44461,210,298.12,298.12,835.77,161.7,24,3
341010235,PEPINILLO TRAVERSO 24x200 BOTTOMBAG,ENCURTIDOS,43321,210,39.03,35.12,43.8,81.8,24,3
220010265,AJI PEBRE TRAVERSO 24x350 PET,SALSAS,42967,210,64.81,53.73,167.84,77.8,24,3
262010110,MOSTAZA FUERTE VINTAGE TRAVERSO 10x450 PET,SALSAS,41872,210,45.63,24.09,225.87,90.7,24,3
112010115,VINAGRE ROSADO TRAVERSO 12x1000 PET,VINAGRES,41819,209,63.11,51.84,86.84,167.0,24,3
121010560,JUGO LIMON TRAVERSO 24x700 PET,JUGO DE LIMON,41536,97,125.51,70.71,98.19,30.1,24,2
280010253,TRI PACK FIESTA TRAVERSO 8x3x240 PACK,SALSAS,40313,208,47.23,37.58,124.75,27.7,24,3
460010185,SOPA INST. QUESO TRAVERSO 12x65 POTE,SOPAS,39489,133,66.01,41.37,194.95,193.1,24,3
141033175,SALSA SOYA CUISINE &CO 12x500 VIDRIO,SOYA,39019,170,61.5,47.27,142.57,109.8,24,3
111033290,VINAGRE BLANCO CUISINE &CO 30x500 PET,VINAGRES,38730,194,45.59,35.59,75.46,103.0,24,3
210010110,AJI CREMA VINTAGE TRAVERSO 10x450 PET,SALSAS,37637,210,48.18,15.62,633.92,73.2,24,3
260010100,MOSTAZA TRAVERSO 108x100 SACHET,SALSAS,36370,210,48.58,25.91,117.17,64.3,24,3
250010100,KETCHUP TRAVERSO 108x100 SACHET,SALSAS,35566,210,38.83,21.08,200.35,46.5,24,3
121012290,JUGO LIMON FRESCOLIM 30x500 PET,JUGO DE LIMON,34457,210,60.67,45.2,190.9,111.4,24,3
130410320,JUGO FRUTILLA TRAVERSO 4x5000 PET,JUGOS CONCENTRADOS,34207,210,49.85,20.27,446.04,49.6,24,3
123010260,JUGO LIMON 60% TRAVERSO 24x320 PET,JUGO DE LIMON,33305,210,65.11,55.37,481.55,77.1,24,3
113010320,VINAGRE MANZANA TRAVERSO 4x5000 PET,VINAGRES,32515,210,76.96,12.3,220.11,99.0,24,3
130410195,JUGO FRUTILLA TRAVERSO 12x900 PET,JUGOS CONCENTRADOS,32488,210,88.2,76.07,245.46,52.0,24,3
113010255,VINAGRE MANZANA TRAVERSO 24x250 PET,VINAGRES,32291,209,40.82,31.81,76.56,48.8,24,3
115014175,ACETO BALSAMICO IMPERATORE 12x500 VIDRIO,VINAGRES,32055,202,32.45,16.39,655.05,53.9,24,3
130810195,JUGO NARANJA TRAVERSO 12x900 PET,JUGOS CONCENTRADOS,31911,209,112.88,81.61,190.21,81.4,24,3
130910320,JUGO PIÑA TRAVERSO 4x5000 PET,JUGOS CONCENTRADOS,31729,210,39.38,14.23,234.72,37.8,24,3
111010255,VINAGRE BLANCO TRAVERSO 24x250 PET,VINAGRES,31450,209,43.3,39.91,52.73,54.8,24,3
113033290,VINAGRE MANZANA CUISINE &CO 30x500 PET,VINAGRES,31068,190,58.53,50.85,60.62,92.7,24,3
250033115,KETCHUP CUISINE &CO 12x1000 DOYPACK,SALSAS,29181,168,74.68,73.15,61.25,74.2,24,3
260010240,MOSTAZA TRAVERSO 24x240 PET,SALSAS,28993,210,27.95,16.59,68.77,38.6,24,3
114010600,VINAGRE INCOLORO TRAVERSO 4x3000 PET,VINAGRES,28988,84,146.55,86.32,363.43,941.1,24,3
121033290,JUGO LIMON CUISINE &CO 30x500 PET,JUGO DE LIMON,28625,189,66.43,55.53,141.56,96.4,24,3
221010110,AJI PEBRE VINTAGE TRAVERSO 10x450 PET,SALSAS,28480,210,32.38,27.3,40.2,32.8,24,3
121013320,JUGO LIMON HIGUERAS 4x5000 PET,JUGO DE LIMON,28346,209,73.68,66.33,206.8,166.6,24,3
440010585,FIDEOS INST. SACHET SABOR VERDURAS 24X85 SACH,SOPAS,28302,123,95.46,94.35,108.99,226.0,24,3
115014150,ACETO BALSAMICO REAL IMPERATORE 12x250 VIDRIO,VINAGRES,28183,209,64.27,36.51,982.74,73.7,24,3
260010255,MOSTAZA TRAVERSO 24x250 DOYPACK,SALSAS,27746,210,33.46,14.46,112.18,34.3,24,3
113110175,VINAGRE DE MANZANA SIN FILTRAR TRAVERSO 12x50,VINAGRES,27452,165,39.24,16.85,77.87,68.2,24,3
250033175,KETCHUP CUISINE &CO 12x500 DOYPACK,SALSAS,26753,151,70.72,58.6,65.96,70.7,24,3
121012320,JUGO LIMON FRESCOLIM 4x5000 PET,JUGO DE LIMON,26558,208,163.42,163.42,478.65,111.6,24,3
210010250,AJI CREMA TRAVERSO 24x240 PET,SALSAS,26135,208,28.75,19.63,182.75,34.6,24,3
121010300,JUGO LIMON TRAVERSO 48x250 PET,JUGO DE LIMON,25783,209,37.43,17.01,83.87,16.6,24,3
130810320,JUGO NARANJA TRAVERSO 4x5000 PET,JUGOS CONCENTRADOS,25599,210,34.19,24.39,93.32,33.5,24,3
