sku,descripcion,categoria,volumen_total,semanas,wmape_sem_%,wmape_mes_%,mape_sem_%,mae_sem,n_pts_sem,n_meses
112010115,VINAGRE ROSADO TRAVERSO 12x1000 PET,VINAGRES,41819,209,63.89,54.14,81.27,169.0,24,3
121010560,JUGO LIMON TRAVERSO 24x700 PET,JUGO DE LIMON,41536,97,106.87,93.13,100.0,25.6,24,2
280010253,TRI PACK FIESTA TRAVERSO 8x3x240 PACK,SALSAS,40313,208,53.57,47.52,153.56,31.4,24,3
460010185,SOPA INST. QUESO TRAVERSO 12x65 POTE,SOPAS,39489,133,68.56,51.76,185.6,200.6,24,3
141033175,SALSA SOYA CUISINE &CO 12x500 VIDRIO,SOYA,39019,170,60.4,48.78,110.09,107.8,24,3
111033290,VINAGRE BLANCO CUISINE &CO 30x500 PET,VINAGRES,38730,194,47.09,36.26,80.33,106.4,24,3
210010110,AJI CREMA VINTAGE TRAVERSO 10x450 PET,SALSAS,37637,210,48.67,14.54,651.18,73.9,24,3
260010100,MOSTAZA TRAVERSO 108x100 SACHET,SALSAS,36370,210,53.03,21.83,129.76,70.2,24,3
250010100,KETCHUP TRAVERSO 108x100 SACHET,SALSAS,35566,210,38.66,20.39,205.96,46.3,24,3
121012290,JUGO LIMON FRESCOLIM 30x500 PET,JUGO DE LIMON,34457,210,59.2,39.37,217.23,108.7,24,3
130410320,JUGO FRUTILLA TRAVERSO 4x5000 PET,JUGOS CONCENTRADOS,34207,210,50.67,16.07,470.24,50.4,24,3
123010260,JUGO LIMON 60% TRAVERSO 24x320 PET,JUGO DE LIMON,33305,210,63.78,52.88,452.81,75.6,24,3
113010320,VINAGRE MANZANA TRAVERSO 4x5000 PET,VINAGRES,32515,210,92.01,48.32,290.75,118.3,24,3
130410195,JUGO FRUTILLA TRAVERSO 12x900 PET,JUGOS CONCENTRADOS,32488,210,69.55,59.18,206.73,41.0,24,3
113010255,VINAGRE MANZANA TRAVERSO 24x250 PET,VINAGRES,32291,209,46.27,38.35,75.4,55.3,24,3
115014175,ACETO BALSAMICO IMPERATORE 12x500 VIDRIO,VINAGRES,32055,202,32.68,21.27,608.06,54.3,24,3
130810195,JUGO NARANJA TRAVERSO 12x900 PET,JUGOS CONCENTRADOS,31911,209,93.39,66.22,144.63,67.4,24,3
130910320,JUGO PIÑA TRAVERSO 4x5000 PET,JUGOS CONCENTRADOS,31729,210,40.33,11.82,247.42,38.7,24,3
111010255,VINAGRE BLANCO TRAVERSO 24x250 PET,VINAGRES,31450,209,48.22,42.96,58.8,61.0,24,3
113033290,VINAGRE MANZANA CUISINE &CO 30x500 PET,VINAGRES,31068,190,57.54,49.69,60.11,91.1,24,3
250033115,KETCHUP CUISINE &CO 12x1000 DOYPACK,SALSAS,29181,168,72.65,68.93,60.79,72.2,24,3
260010240,MOSTAZA TRAVERSO 24x240 PET,SALSAS,28993,210,29.84,18.29,69.74,41.2,24,3
114010600,VINAGRE INCOLORO TRAVERSO 4x3000 PET,VINAGRES,28988,84,211.96,123.03,383.43,1361.1,24,3
121033290,JUGO LIMON CUISINE &CO 30x500 PET,JUGO DE LIMON,28625,189,65.13,50.2,162.82,94.5,24,3
221010110,AJI PEBRE VINTAGE TRAVERSO 10x450 PET,SALSAS,28480,210,35.63,31.28,42.74,36.1,24,3
121013320,JUGO LIMON HIGUERAS 4x5000 PET,JUGO DE LIMON,28346,209,65.33,58.72,185.4,147.7,24,3
440010585,FIDEOS INST. SACHET SABOR VERDURAS 24X85 SACH,SOPAS,28302,123,59.36,39.84,173.94,140.5,24,3
115014150,ACETO BALSAMICO REAL IMPERATORE 12x250 VIDRIO,VINAGRES,28183,209,61.47,18.57,740.75,70.5,24,3
260010255,MOSTAZA TRAVERSO 24x250 DOYPACK,SALSAS,27746,210,33.65,8.07,99.78,34.5,24,3
113110175,VINAGRE DE MANZANA SIN FILTRAR TRAVERSO 12x50,VINAGRES,27452,165,38.76,16.52,75.34,67.4,24,3
250033175,KETCHUP CUISINE &CO 12x500 DOYPACK,SALSAS,26753,151,70.37,52.86,65.5,70.4,24,3
121012320,JUGO LIMON FRESCOLIM 4x5000 PET,JUGO DE LIMON,26558,208,105.24,72.71,288.98,71.9,24,3
210010250,AJI CREMA TRAVERSO 24x240 PET,SALSAS,26135,208,30.6,22.73,175.75,36.8,24,3
121010300,JUGO LIMON TRAVERSO 48x250 PET,JUGO DE LIMON,25783,209,35.07,10.44,75.19,15.5,24,3
130810320,JUGO NARANJA TRAVERSO 4x5000 PET,JUGOS CONCENTRADOS,25599,210,32.41,20.12,99.75,31.8,24,3
